name,smiles,smarts,group,hierarchy
Alkynyl chlorides,,Cl[CX2]#[CX2],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Alkynyl iodides,,I[CX2]#[CX2],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Alkynyl bromides,,Br[CX2]#[CX2],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dialkylthioethers,,"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2][CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Alkylarylthioethers,,"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2]c",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Diarylthioethers,,c[SX2&!$([SX2r3])]c,extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,2 – Diphenols",,c([OH1])c([OH1]),extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,3 – Diphenols",,c([OH1])[aR1]c([OH1]),extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,4 - Diphenols",,c1([OH1])aac([OH1])aa1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,2 – Dithiophenols",,c([SH1])c([SH1]),extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,3 – Dithiophenols",,c([SH1])[aR1]c([SH1]),extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,4 – Dithiophenols",,c1([SH1])aac([SH1])aa1,extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,2 – Aminophenols",,"c([OH1])c[NX3]([#1,#6])[#1,#6]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,3 – Aminophenols",,"c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,4 – Aminophenols",,"c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1",extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,2 – Aminothiophenols",,"c([SH1])c[NX3]([#1,#6])[#1,#6]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,3 – Aminothiophenols",,"c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
"1,4 – Aminothiophenols",,"c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Alkynyl ethers,,"[CX2]#[CX2][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Alkynyl thioethers,,"[CX2]#[CX2][SX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Carbonic acid esters,,"[#1,#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Sulfuric acid esters,,"[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,OX1-,$([OX2][#6])]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Phosphonic acid amides,,[OX1]=[Pv5X4]([NX3])([#6])[!#6!$([SX2])],extended_groups,medicinal_chemistry.functional_groups.extended_groups
Phosphonic acid halides,,"[OX1]=[Pv5X4]([F,Cl,Br,I])([#6])[!#6!$([SX2])]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
α-Aminoacids,,"[OH1][CX3](=[OX1])[CX4]([#1,#6])([#1,#6])[NH2,$([NH1]([#6])[#6])&!$([NH1](CC(=O)[OH1])[CX3]=[OX1,SX1])]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
Dioxolenes (HS),,"[$([OR1]1[OR1][CR1]=[CR1][CR1]1),$([OR1]1[CR1][OR1][CR1]=[CR1]1)]",extended_groups,medicinal_chemistry.functional_groups.extended_groups
fam:NAK-pdb:5l4q,Nc1c[nH]c2ncccc12,[*]c1cnc2[nH]cc(N[*])c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:NAK-pdb:5te0,N/C(=C1\C(=O)Nc2ccccc21)c1ccccc1,[*]N/C(=C1\C(=O)Nc2cc([*])ccc21)c1ccccc1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Abl-pdb:4twp,Cc1n[nH]c2cc(S)ccc12,[*]Sc1ccc2c(C=[*])n[nH]c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Ack-pdb:1u4d,O=C1NCCCc2cc[nH]c21,[*]=C1CCNC(=O)c2[nH]ccc21,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Ack-pdb:4ewh,CNc1ncnc2[nH]ccc12,[*]c1[nH]c2ncnc(NC[*])c2c1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Ack-pdb:4id7,Nc1nccn2cncc12,[*]c1nc([*])c2c(N)nccn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:3q4t,c1cnc2ccnn2c1,[*]c1cnc2c([*])cnn2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:3soc,Nc1cc(C2CC2)[nH]n1,[*]Nc1cc(C2CC2)[nH]n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:3cqw,Clc1c[nH]c2ncncc12,[*]c1ncnc2[nH]cc(Cl)c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:3mv5,Cc1c[nH]c2ncncc12,[*]c1ncnc2[nH]cc(C)c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:3mvh,CCc1c[nH]c2ncncc12,[*]c1ncnc2[nH]cc(CC)c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:3ocb,c1ncc2cc[nH]c2n1,[*]c1ncnc2[nH]ccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:3ow4,C[C@@H]1SCc2ncncc21,[*]c1ncnc2c1[C@H](C)SC2,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:3qkm,c1ccc2ncncc2c1,[*]c1ncnc2ccccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:4ekl,C[C@@H]1C[C@@H](O)c2ncncc21,[*]c1ncnc2c1[C@H](C)C[C@H]2O,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:6ccy,C[C@@H]1CC(=O)Nc2ncncc21,[*]c1ncnc2c1[C@H](C)CC(=O)N2,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:2jdo,O=[SH](=O)c1cccc2cnccc12,[*]S(=O)(=O)c1cccc2cnccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:2jdr,Cc1n[nH]c2ccccc12,[*]c1ccc2[nH]nc(C)c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Akt-pdb:3e87,c1cnc2[nH]ccc2c1,[*]c1ccnc2[nH]ccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:ALK-pdb:4joa,c1cnc2[nH]ccc2c1,[*]c1c[nH]c2ncc([*])cc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:ALK-pdb:5fto,O=C/N=C1/N=Nc2ccccc21,[*]C(=O)/N=C1/N=Nc2ccc([*])cc21,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:ALK-pdb:5ftq,O=CNc1n[nH]c2ccccc12,[*]c1ccc2[nH]nc(NC([*])=O)c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:3oom,Nc1ccc2nccn2n1,[*]c1cnc2ccc(N[*])nn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:4bgg,COc1cc(-c2cccnc2)cc(OC)c1OC,[*]c1cncc(-c2cc(OC)c(OC)c(OC)c2)c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:4dym,Nc1ccc2nccn2n1,[*]Nc1ccc2ncc([*])n2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:6gi6,Cc1cccc2nc[nH]c(=O)c12,[*]c1ccc2nc[nH]c(=O)c2c1C,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:6gin,O=c1[nH]cnc2ccccc12,[*]n1cnc2ccc([*])cc2c1=O,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:STKR-pdb:6gip,Cc1nc2cccc(C)c2c(=O)[nH]1,[*]c1ccc2nc(C)[nH]c(=O)c2c1C,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:2x6d,Brc1cnc2[nH]cnc2c1,[*]c1nc2c([*])c(Br)cnc2[nH]1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:2x6e,Brc1cnc2[nH]cnc2c1,[*]c1c(Br)cnc2[nH]c([*])nc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:2xne,Clc1cnc2cnccn12,[*]c1cn2c(Cl)cnc2c([*])n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:2xru,O=CNc1n[nH]c2ccsc12,[*]C(=O)Nc1n[nH]c2cc([*])sc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:3ha6,Nc1ccc2ncccc2c1,[*]Nc1ccc2ncccc2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:3lau,Nc1n[nH]c2ccccc12,[*]Nc1n[nH]c2cc([*])ccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:3myg,Cc1cn2ccnc2cn1,[*]c1cnc2c([*])nc(C)cn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:3nrm,c1cn2ccnc2cn1,[*]c1cnc2c([*])nccn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:4byi,Clc1cnc2[nH]cnc2c1,[*]c1nc2c([*])c(Cl)cnc2[nH]1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:4jbp,c1ncc2ccoc2n1,[*]c1cc2c([*])ncnc2o1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:5aad,Clc1cnc2[nH]cnc2c1,[*]c1c(Cl)cnc2[nH]c([*])nc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:5aae,Clc1cnc2nc[nH]c2c1,[*]c1c(Cl)cnc2nc([*])[nH]c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:6gra,Cc1ccc2c(c1)OCO2,[*]Cc1ccc2c(c1)OCO2,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Aur-pdb:6gr8,c1ccc2c(c1)OCO2,[*]c1ccc2c(c1)OCO2,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:GRK-pdb:4pnk,c1ccc2n[nH]cc2c1,[*]c1ccc2n[nH]cc2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:GRK-pdb:5he1,c1ccc2[nH]ncc2c1,[*]c1ccc2[nH]ncc2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:NAK-pdb:5i3o,c1ccc2[nH]ncc2c1,[*]c1ccc2c([*])n[nH]c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:NAK-pdb:5ikw,c1ccc2[nH]ncc2c1,[*]c1n[nH]c2cc([*])ccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:3c4c,Clc1cnc2[nH]ccc2c1,[*]c1c[nH]c2ncc(Cl)cc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:3og7,O=Cc1c[nH]c2ncccc12,[*]c1cnc2[nH]cc(C([*])=O)c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:3ppj,c1cc2ccoc2cn1,[*]c1oc2cnccc2c1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:3prf,Nc1coc2cnccc12,[*]Nc1c([*])oc2cnccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:3pri,Nc1coc2cnccc12,[*]c1oc2cnccc2c1N[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:3psb,c1cc2ccsc2cn1,[*]c1c([*])sc2cnccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:4e26,Oc1ccc(Cl)c2cccnc12,[*]c1cc(Cl)c2cccnc2c1O,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:4fc0,O=CNc1nc2cccnc2s1,[*]c1ccc2nc(NC([*])=O)sc2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:4fk3,O=Cc1c[nH]c2ncccc12,[*]C(=O)c1c[nH]c2ncc([*])cc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:4h58,c1ccc2ncncc2c1,[*]c1ncc2cc([*])ccc2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:4mbj,c1cnc2nc[nH]c2c1,[*]c1cnc2nc[nH]c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:4pp7,CNc1ccc2ncn(C)c(=O)c2c1,[*]N(C)c1ccc2ncn(C)c(=O)c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:4wo5,O=Cc1c[nH]c2ncc(Cl)cc12,[*]C(=O)c1c[nH]c2ncc(Cl)cc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:5c9c,CNc1ncc2ccc(C)nc2n1,[*]c1cc2cnc(NC)nc2nc1C,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:RAF-pdb:5fd2,c1ncc2[nH]cnc2n1,[*]c1ncnc2nc[nH]c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Src-pdb:5da3,c1cn2c(-c3cn[nH]c3)cnc2cn1,[*]c1cn2c(-c3cn[nH]c3)cnc2c([*])n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Src-pdb:6cz3,Cc1cn2c(-c3cn[nH]c3)cnc2cn1,[*]c1nc(C)cn2c(-c3cn[nH]c3)cnc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Tec-pdb:4ot5,Nc1nccn2ccnc12,[*]c1cn2ccnc2c(N[*])n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Tec-pdb:4ot6,c1cn2ccnc2cn1,[*]c1nc([*])cn2ccnc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Tec-pdb:5u9d,Nc1ccc2nccnc2c1,[*]Nc1ccc2nccnc2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:Tec-pdb:6s90,c1ncc2cc[nH]c2n1,[*]c1cc2c([*])ncnc2[nH]1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:6gu6,CCc1cnn2c(N)ccnc12,[*]Nc1cc([*])nc2c(CC)cnn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:1ke5,N/C=C1\C(=O)Nc2ccccc21,[*]N/C=C1\C(=O)Nc2ccccc21,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:1ke7,N/C=C1\C(=O)Nc2ccccc21,[*]c1ccc2c(c1)/C(=C/N[*])C(=O)N2,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:1y8y,Nc1cc(Cl)nc2ccnn12,[*]Nc1cc(Cl)nc2ccnn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:1y91,Nc1ccnc2ccnn12,[*]c1cc(N[*])n2ncc([*])c2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2b52,O=C1c2ccccc2-c2n[nH]cc21,[*]c1cccc2c1C(=O)c1c-2n[nH]c1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2b53,c1ccc2ncncc2c1,[*]c1ccc2nc([*])nc([*])c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2c68,Nc1ccnc2ccnn12,[*]c1cc(N[*])n2nccc2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2duv,Cc1ccc2occ(O)c(=O)c2c1,[*]c1oc2c([*])cc(C)cc2c(=O)c1O,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2exm,c1ncc2nc[nH]c2n1,[*]c1ncnc2[nH]cnc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2i40,COc1cc2nc[nH]c2cc1OC,[*]n1cnc2cc(OC)c(OC)cc21,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2r3g,Fc1ccccc1-c1cn2ccnc2cn1,[*]c1nc(-c2ccccc2F)cn2ccnc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2r3h,Cc1cnc2c(N)nccn12,[*]Nc1nccn2c(C)cnc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2r3j,Nc1ccnc2c(Br)cnn12,[*]c1cc(N[*])n2ncc(Br)c2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2r3k,Nc1cccc2c(Br)cnn12,[*]c1cc(N[*])n2ncc(Br)c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2r3l,Nc1cccn2c(Br)cnc12,[*]c1cc(N[*])c2ncc(Br)n2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2r3m,CCc1cnn2c(N)ccnc12,[*]c1cc(N[*])n2ncc(CC)c2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2r64,Nc1n[nH]c2ccccc12,[*]Nc1n[nH]c2ccc([*])cc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:2vv9,c1ccc(Nc2ncccn2)cc1,[*]c1ccnc(Nc2ccc([*])cc2)n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3bht,COc1ccnc2[nH]ccc12,[*]c1c[nH]c2nccc(OC)c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3bhu,Oc1ccnc2[nH]ccc12,[*]c1c[nH]c2nccc(O[*])c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3lfn,Nc1n[nH]c2ccccc12,[*]c1cc2c(N[*])n[nH]c2cc1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3lfq,Nc1n[nH]c2c(F)c(F)ccc12,[*]c1cc2c(N[*])n[nH]c2c(F)c1F,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3lfs,Nc1n[nH]c2cc(Cl)ccc12,[*]c1cc2c(N[*])n[nH]c2cc1Cl,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3ns9,Nc1ccnc2ccnn12,[*]Nc1cc([*])nc2c([*])cnn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3qql,c1n[nH]c2c1CCCC2,[*]c1n[nH]c2c1C[C@H]([*])CC2,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3qrt,CNC(=O)c1n[nH]c2c1CCCC2,[*][C@@H]1CCc2[nH]nc(C(=O)NC[*])c2C1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3qru,CNC(=O)c1n[nH]c2c1CCCC2,[*][C@H]1CCc2[nH]nc(C(=O)NC)c2C1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3wbl,Cc1cnc2ccnn2c1N,[*]c1nc2ccnn2c(N[*])c1C,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:4d1z,[O-]c1cccc2ccc(C3=NCCS3)nc12,[*][C@H]1CSC(c2ccc3cccc([O-])c3n2)=N1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:4rj3,Nc1cc2[nH]ccc2cn1,[*]Nc1cc2c(ccn2[*])cn1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:5and,c1ccc2[nH]cnc2c1,[*]c1nc2ccccc2[nH]1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:5ang,O=c1ccc2ccc(O)cc2o1,[*]c1cc(=O)oc2cc(O)ccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:1ung,c1cnc2[nH]ccc2n1,[*]c1[nH]c2nccnc2c1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:1unh,O=C1Cc2ccccc2N1,[*]=C1C(=O)Nc2ccccc21,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:4au8,c1ccc2scnc2c1,[*]c1nc2ccccc2s1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3nup,C[N@H+]1CC[C@H](Nc2ncccn2)CC1,[*]c1ccnc(N[C@H]2CC[N@H+](C)CC2)n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:3nux,c1ccc(Nc2ncccn2)nc1,[*]c1ccc(Nc2nccc([*])n2)nc1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:5cei,Oc1cncc2sccc12,[*]c1cc2c(O[*])cncc2s1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:5i5z,c1cnc2ccncc2c1,[*]c1ccc2cncc([*])c2n1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:5icp,Cc1ncc2sc(C=O)nn12,[*]C(=O)c1nn2c(C)ncc2s1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CDK-pdb:5idn,Cc1n[nH]c2ncc(C=O)cc12,[*]C(=O)c1cnc2[nH]nc(C)c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:1zlt,O=C1NCCCc2c1[nH]c(Cl)c2Cl,[*]=C1CCNC(=O)c2[nH]c(Cl)c(Cl)c21,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2ayp,O=C1Cc2ccccc2N1,[*]c1ccc2c(c1)NC(=O)C2=[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2c3l,c1ccc2[nH]ncc2c1,[*]c1n[nH]c2ccccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2cgu,ON=C1c2ccccc2-c2ccccc21,[*]c1ccc2c(c1)C(=NO)c1cc([*])ccc1-2,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2cgv,O=[N+]([O-])c1cccc2ncccc12,[*]c1ccc([N+](=O)[O-])c2cccnc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2e9o,Cc1ccc2c(c1)Cc1c[nH]nc1-2,[*]Cc1ccc2c(c1)Cc1c-2n[nH]c1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2gdo,O=c1ccc2cc(Cl)ccc2[nH]1,[*]c1c([*])c2cc(Cl)ccc2[nH]c1=O,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2ghg,O=C1Cc2ccccc2N1,[*]=C1C(=O)Nc2ccc([*])cc21,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2hxl,N#Cc1ccc2cn[nH]c2c1,[*]c1n[nH]c2cc(C#N)ccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2hxq,O=c1ccc2ccccc2[nH]1,[*]c1cc2ccccc2[nH]c1=O,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2hy0,O=c1ccc2ccccc2[nH]1,[*]c1ccc2[nH]c(=O)c([*])cc2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2qhm,O=Cc1c[nH]c2ncccc12,[*]C(=O)c1c[nH]c2ncccc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2r0u,O=c1[nH]ccc2ccc3ccccc3c12,[*]c1ccc2c([*])cc3c([*])c[nH]c(=O)c3c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2wmw,Brc1cnc2[nH]ncc2c1,[*]c1c(Br)cnc2[nH]ncc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2wmx,c1cnc2[nH]ncc2c1,[*]c1cnc2[nH]ncc2c1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2x8e,Cc1cc2n[nH]c(=O)n2c2ccccc12,[*]c1ccc2c(C)cc3n[nH]c(=O)n3c2c1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2x8i,Cc1cc2n[nH]c(=O)n2c2ccccc12,[*]c1ccc2c(c1)c(C)cc1n[nH]c(=O)n12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2xey,c1cn2ccnc2cn1,[*]c1cnc2cnc([*])cn12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2xez,c1cn2ccnc2cn1,[*]c1cn2c([*])cnc2cn1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2ym4,O=Cc1cnc2[nH]ncc2c1,[*]C(=O)c1cnc2[nH]nc([*])c2c1[*],hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2ym5,c1ncc2cc[nH]c2n1,[*]c1ncnc2[nH]cc([*])c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2ym6,c1cc2c(cn1)[nH]c1ncncc12,[*]c1ncnc2[nH]c3cnccc3c12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:2ym8,Nc1cc2cccc(Cl)c2cn1,[*]Nc1cc2cccc(Cl)c2cn1,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:3ot3,Nc1c(Br)cnc2ccnn12,[*]c1cnn2c(N)c(Br)c([*])nc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
fam:CAMKL-pdb:3pa4,NC(=O)c1cncc2ccsc12,[*]c1ncc(C(N)=O)c2sc([*])cc12,hinge_binders,medicinal_chemistry.chemotype.hinge_binders
